user_text,intention_score,age,gender_male,gender_female,gender_non_binary
The silence is too loud. I cry most nights.,7,62,0,0,1
Just tired from school lately.,2,19,0,0,1
Empty nest and empty life.,7,56,0,1,0
Worried about money after the layoff.,2,48,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,50,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,17,1,0,0
Wife left and I don't know who I am anymore.,5,40,0,0,1
Just tired from school lately.,2,14,0,0,1
Empty nest and empty life.,7,43,0,0,1
Being alone every day hurts more than my body does.,7,72,1,0,0
I’ve written a note. I just want the pain to stop.,8,18,0,1,0
"It’s tough, but I’ve survived worse.",3,64,0,0,1
Breakups suck. I feel empty.,6,20,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,39,0,0,1
Empty nest and empty life.,6,56,1,0,0
"Feeling lonely, but I think it'll get better.",3,27,0,0,1
Just tired from school lately.,3,19,0,0,1
Worried about money after the layoff.,4,46,0,1,0
Worried about money after the layoff.,4,58,1,0,0
It's like I don’t matter at all in my family.,5,14,0,0,1
Another day of rejection letters. What's the point?,5,20,0,1,0
Just tired from school lately.,3,14,1,0,0
Breakups suck. I feel empty.,6,31,0,0,1
Breakups suck. I feel empty.,7,33,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",2,40,0,0,1
I wish I could just disappear from all this stress.,5,19,0,1,0
Everything is falling apart. I’ve thought of how to end it.,9,24,1,0,0
Worried about money after the layoff.,1,45,0,1,0
"No job, no partner, no reason to keep going.",10,34,0,0,1
Worried about money after the layoff.,1,58,0,0,1
Crippling debt and no support system. Feeling trapped.,5,27,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,70,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,74,0,1,0
Stressed about interviews but hopeful.,1,20,0,0,1
There’s nothing left but pain. I’m ready to go.,9,69,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,56,0,0,1
Everyone else has friends. Why am I always alone?,6,18,1,0,0
"Health is failing, and so is everything else.",5,58,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,56,0,1,0
No one talks to me anymore. I don't think I can survive another week.,10,17,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,73,0,1,0
Pain meds are ready. I’ve decided.,8,49,0,0,1
Trying to balance everything – it's tough but okay.,2,23,0,1,0
"No job, no partner, no reason to keep going.",9,23,0,0,1
"Feeling lonely, but I think it'll get better.",1,33,0,0,1
Empty nest and empty life.,5,54,0,1,0
Stressed about interviews but hopeful.,4,27,0,0,1
"It’s tough, but I’ve survived worse.",1,80,0,1,0
Being alone every day hurts more than my body does.,5,70,0,1,0
It's like I don’t matter at all in my family.,6,16,0,0,1
I miss my wife so much. It’s unbearable some days.,6,61,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,61,1,0,0
There’s nothing left but pain. I’m ready to go.,10,69,0,0,1
"Health is failing, and so is everything else.",6,37,1,0,0
Stressed about interviews but hopeful.,1,34,0,0,1
"Lonely, yes. But I enjoy gardening still.",2,80,0,1,0
"Health is failing, and so is everything else.",6,37,1,0,0
"Lonely, yes. But I enjoy gardening still.",4,77,0,0,1
Trying to balance everything – it's tough but okay.,1,20,0,1,0
"Health is failing, and so is everything else.",6,42,0,1,0
Empty nest and empty life.,5,49,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,16,1,0,0
Just tired from school lately.,4,16,0,0,1
The silence is too loud. I cry most nights.,5,73,1,0,0
"No job, no partner, no reason to keep going.",8,23,0,1,0
Everything is falling apart. I’ve thought of how to end it.,10,23,0,0,1
No one talks to me anymore. I don't think I can survive another week.,8,15,1,0,0
I argued with my mom. Feeling down but it'll pass.,3,17,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,80,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,74,0,0,1
Just tired from school lately.,1,18,0,0,1
"Caring for my dad is draining, but I’ll manage.",4,47,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,46,1,0,0
"It’s tough, but I’ve survived worse.",2,62,1,0,0
Everything is falling apart. I’ve thought of how to end it.,9,21,1,0,0
"Feeling lonely, but I think it'll get better.",1,22,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,54,1,0,0
Worried about money after the layoff.,2,37,1,0,0
Crippling debt and no support system. Feeling trapped.,6,22,1,0,0
The silence is too loud. I cry most nights.,6,80,0,0,1
Trying to balance everything – it's tough but okay.,4,23,0,0,1
"The days are slow, but I keep going.",2,70,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,73,0,0,1
"Lonely, yes. But I enjoy gardening still.",2,68,0,1,0
Just tired from school lately.,2,14,0,1,0
Being alone every day hurts more than my body does.,7,77,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,54,0,1,0
Trying to balance everything – it's tough but okay.,1,32,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,19,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,70,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,17,0,0,1
"It’s tough, but I’ve survived worse.",4,62,0,1,0
Just tired from school lately.,2,16,1,0,0
There’s nothing left but pain. I’m ready to go.,10,72,1,0,0
"Lonely, yes. But I enjoy gardening still.",1,79,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,18,0,0,1
Everything is falling apart. I’ve thought of how to end it.,10,27,1,0,0
"It’s tough, but I’ve survived worse.",2,79,0,0,1
"Health is failing, and so is everything else.",7,46,0,1,0
Just tired from school lately.,4,14,0,1,0
I have my will and pills. No more waiting.,9,80,1,0,0
Wife left and I don't know who I am anymore.,6,55,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,72,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,9,28,0,0,1
"It’s tough, but I’ve survived worse.",1,78,0,1,0
I miss my wife so much. It’s unbearable some days.,6,72,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,44,1,0,0
No one talks to me anymore. I don't think I can survive another week.,8,15,1,0,0
Breakups suck. I feel empty.,5,22,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,55,0,1,0
"The days are slow, but I keep going.",4,62,1,0,0
"Feeling lonely, but I think it'll get better.",3,30,0,0,1
I miss my wife so much. It’s unbearable some days.,6,65,0,0,1
Wife left and I don't know who I am anymore.,6,48,1,0,0
Another day of rejection letters. What's the point?,5,21,0,1,0
Stressed about interviews but hopeful.,1,23,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,19,0,1,0
Just tired from school lately.,1,16,1,0,0
Wife left and I don't know who I am anymore.,5,52,1,0,0
Worried about money after the layoff.,3,40,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,70,0,0,1
I’ve written a note. I just want the pain to stop.,8,14,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,57,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,17,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,53,1,0,0
Everyone else has friends. Why am I always alone?,6,17,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,14,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,45,0,1,0
I’m a burden. My family would be better without me.,10,59,1,0,0
Everyone else has friends. Why am I always alone?,7,19,0,1,0
Trying to balance everything – it's tough but okay.,3,27,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,45,1,0,0
"Feeling lonely, but I think it'll get better.",4,24,1,0,0
No one talks to me anymore. I don't think I can survive another week.,8,14,1,0,0
Trying to balance everything – it's tough but okay.,4,28,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,50,0,1,0
The silence is too loud. I cry most nights.,5,65,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,70,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,55,1,0,0
Crippling debt and no support system. Feeling trapped.,6,30,0,0,1
"Health is failing, and so is everything else.",6,39,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,63,0,0,1
Breakups suck. I feel empty.,6,33,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,76,0,1,0
"Feeling lonely, but I think it'll get better.",2,25,0,0,1
No one talks to me anymore. I don't think I can survive another week.,10,16,0,1,0
I have my will and pills. No more waiting.,9,71,0,0,1
Worried about money after the layoff.,1,59,1,0,0
Being alone every day hurts more than my body does.,5,78,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,9,34,0,1,0
There’s nothing left but pain. I’m ready to go.,8,61,0,0,1
"The days are slow, but I keep going.",1,73,0,1,0
"Feeling lonely, but I think it'll get better.",1,27,1,0,0
Lost my job and can’t provide anymore. I’m done.,10,57,0,0,1
Breakups suck. I feel empty.,5,28,1,0,0
Stressed about interviews but hopeful.,2,21,0,1,0
"It’s tough, but I’ve survived worse.",3,75,0,0,1
"The days are slow, but I keep going.",1,74,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,56,1,0,0
Lost my job and can’t provide anymore. I’m done.,10,44,0,0,1
Worried about money after the layoff.,4,48,0,1,0
"It’s tough, but I’ve survived worse.",2,65,0,0,1
"Feeling lonely, but I think it'll get better.",3,29,0,0,1
"The days are slow, but I keep going.",1,79,0,0,1
"The days are slow, but I keep going.",2,62,0,1,0
I argued with my mom. Feeling down but it'll pass.,3,15,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,17,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,59,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,57,0,0,1
I’m a burden. My family would be better without me.,9,43,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,73,0,0,1
"Feeling lonely, but I think it'll get better.",4,20,0,0,1
Being alone every day hurts more than my body does.,5,78,1,0,0
Just tired from school lately.,1,14,0,1,0
Worried about money after the layoff.,3,49,0,1,0
Another day of rejection letters. What's the point?,5,32,1,0,0
Everyone else has friends. Why am I always alone?,5,17,0,1,0
Just tired from school lately.,3,15,0,1,0
It's like I don’t matter at all in my family.,6,14,0,0,1
Trying to balance everything – it's tough but okay.,1,26,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,18,0,1,0
Just tired from school lately.,3,18,0,0,1
Pain meds are ready. I’ve decided.,9,47,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,72,1,0,0
"The days are slow, but I keep going.",3,66,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,78,1,0,0
"Health is failing, and so is everything else.",6,52,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,15,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,41,0,1,0
"It’s tough, but I’ve survived worse.",4,73,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,67,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,42,1,0,0
Empty nest and empty life.,5,43,1,0,0
"Health is failing, and so is everything else.",6,56,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,72,0,1,0
"Feeling lonely, but I think it'll get better.",3,35,1,0,0
"No job, no partner, no reason to keep going.",10,26,0,0,1
"Feeling lonely, but I think it'll get better.",1,20,0,1,0
Another day of rejection letters. What's the point?,7,23,1,0,0
Worried about money after the layoff.,1,37,0,0,1
I have my will and pills. No more waiting.,8,67,0,1,0
The silence is too loud. I cry most nights.,5,77,0,0,1
"The days are slow, but I keep going.",4,67,0,0,1
"Feeling lonely, but I think it'll get better.",3,33,1,0,0
Just tired from school lately.,1,19,1,0,0
Trying to balance everything – it's tough but okay.,3,25,0,1,0
It's like I don’t matter at all in my family.,6,17,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,49,0,1,0
Stressed about interviews but hopeful.,1,35,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,9,22,1,0,0
Being alone every day hurts more than my body does.,7,73,1,0,0
"It’s tough, but I’ve survived worse.",4,64,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,53,0,1,0
"It’s tough, but I’ve survived worse.",4,70,0,0,1
Everyone else has friends. Why am I always alone?,7,16,0,0,1
"Feeling lonely, but I think it'll get better.",1,31,1,0,0
Stressed about interviews but hopeful.,4,30,0,1,0
Lost my job and can’t provide anymore. I’m done.,10,42,1,0,0
There’s nothing left but pain. I’m ready to go.,9,63,0,1,0
Trying to balance everything – it's tough but okay.,4,30,0,1,0
It's like I don’t matter at all in my family.,7,19,0,0,1
Breakups suck. I feel empty.,6,33,0,1,0
Worried about money after the layoff.,4,48,0,1,0
Worried about money after the layoff.,2,43,0,0,1
"No job, no partner, no reason to keep going.",10,34,1,0,0
Stressed about interviews but hopeful.,4,33,0,1,0
Trying to balance everything – it's tough but okay.,3,33,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,37,0,0,1
I argued with my mom. Feeling down but it'll pass.,4,15,0,0,1
Empty nest and empty life.,5,39,1,0,0
I’m a burden. My family would be better without me.,9,44,1,0,0
Pain meds are ready. I’ve decided.,9,42,0,1,0
Just tired from school lately.,1,19,0,0,1
Worried about money after the layoff.,4,50,1,0,0
Being alone every day hurts more than my body does.,7,73,1,0,0
Stressed about interviews but hopeful.,3,29,0,1,0
Stressed about interviews but hopeful.,3,35,1,0,0
Stressed about interviews but hopeful.,4,33,0,0,1
"Feeling lonely, but I think it'll get better.",4,22,0,1,0
Trying to balance everything – it's tough but okay.,1,21,1,0,0
Worried about money after the layoff.,3,56,0,0,1
Wife left and I don't know who I am anymore.,5,40,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,16,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,15,0,0,1
"Feeling lonely, but I think it'll get better.",2,34,1,0,0
It's like I don’t matter at all in my family.,7,19,1,0,0
Stressed about interviews but hopeful.,4,21,1,0,0
I’ve written a note. I just want the pain to stop.,8,14,0,1,0
I have my will and pills. No more waiting.,8,61,1,0,0
I’m a burden. My family would be better without me.,8,36,1,0,0
"It’s tough, but I’ve survived worse.",1,72,0,0,1
Just tired from school lately.,3,16,0,1,0
Trying to balance everything – it's tough but okay.,3,22,0,1,0
The silence is too loud. I cry most nights.,5,61,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,24,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,37,1,0,0
Just tired from school lately.,2,17,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,19,1,0,0
I miss my wife so much. It’s unbearable some days.,7,72,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,71,1,0,0
Just tired from school lately.,1,18,0,1,0
Trying to balance everything – it's tough but okay.,1,22,0,1,0
I have my will and pills. No more waiting.,8,68,1,0,0
Another day of rejection letters. What's the point?,6,33,0,0,1
I wish I could just disappear from all this stress.,5,15,0,1,0
"The days are slow, but I keep going.",1,80,0,1,0
Being alone every day hurts more than my body does.,6,72,0,1,0
Crippling debt and no support system. Feeling trapped.,5,30,0,0,1
"Feeling lonely, but I think it'll get better.",3,35,0,1,0
Another day of rejection letters. What's the point?,7,29,0,0,1
"It’s tough, but I’ve survived worse.",1,64,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,40,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,57,0,1,0
"Caring for my dad is draining, but I’ll manage.",4,39,0,0,1
"Feeling lonely, but I think it'll get better.",4,30,0,0,1
"The days are slow, but I keep going.",4,63,1,0,0
"Feeling lonely, but I think it'll get better.",1,34,1,0,0
Just tired from school lately.,4,17,1,0,0
Worried about money after the layoff.,3,36,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",1,17,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,57,1,0,0
No one talks to me anymore. I don't think I can survive another week.,8,19,1,0,0
"Feeling lonely, but I think it'll get better.",1,21,1,0,0
Just tired from school lately.,1,18,0,1,0
Crippling debt and no support system. Feeling trapped.,5,30,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,16,1,0,0
I miss my wife so much. It’s unbearable some days.,5,64,1,0,0
The silence is too loud. I cry most nights.,7,74,0,1,0
"The days are slow, but I keep going.",2,74,0,1,0
Crippling debt and no support system. Feeling trapped.,6,30,0,0,1
"It’s tough, but I’ve survived worse.",2,64,0,1,0
Crippling debt and no support system. Feeling trapped.,7,25,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,14,1,0,0
Just tired from school lately.,1,18,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,18,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,71,0,0,1
Trying to balance everything – it's tough but okay.,1,28,0,0,1
I wish I could just disappear from all this stress.,7,14,0,1,0
Wife left and I don't know who I am anymore.,6,47,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,16,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,47,0,1,0
Crippling debt and no support system. Feeling trapped.,7,33,0,0,1
"Feeling lonely, but I think it'll get better.",2,34,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",2,16,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,14,0,1,0
Being alone every day hurts more than my body does.,7,67,0,1,0
Empty nest and empty life.,6,54,0,0,1
I miss my wife so much. It’s unbearable some days.,6,77,1,0,0
"It’s tough, but I’ve survived worse.",1,68,0,0,1
"The days are slow, but I keep going.",1,72,0,1,0
Empty nest and empty life.,7,43,0,0,1
Trying to balance everything – it's tough but okay.,2,27,0,0,1
Wife left and I don't know who I am anymore.,7,52,0,0,1
Trying to balance everything – it's tough but okay.,1,26,1,0,0
Stressed about interviews but hopeful.,1,30,0,1,0
Wife left and I don't know who I am anymore.,5,59,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,39,1,0,0
I’ve written a note. I just want the pain to stop.,9,17,0,1,0
"Feeling lonely, but I think it'll get better.",1,34,0,1,0
"The days are slow, but I keep going.",4,79,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,74,0,0,1
I argued with my mom. Feeling down but it'll pass.,1,15,0,1,0
Crippling debt and no support system. Feeling trapped.,6,30,1,0,0
The silence is too loud. I cry most nights.,7,65,1,0,0
I have my will and pills. No more waiting.,9,63,0,0,1
It's like I don’t matter at all in my family.,5,19,0,1,0
Everything is falling apart. I’ve thought of how to end it.,10,32,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,66,1,0,0
Trying to balance everything – it's tough but okay.,2,33,1,0,0
It's like I don’t matter at all in my family.,5,14,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,14,0,1,0
There’s nothing left but pain. I’m ready to go.,10,76,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,53,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,16,1,0,0
"The days are slow, but I keep going.",3,70,1,0,0
Trying to balance everything – it's tough but okay.,3,35,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,19,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,10,29,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,50,0,1,0
Just tired from school lately.,4,18,0,1,0
Being alone every day hurts more than my body does.,5,66,0,0,1
Worried about money after the layoff.,2,52,0,0,1
Everyone else has friends. Why am I always alone?,5,18,0,0,1
"It’s tough, but I’ve survived worse.",3,71,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,18,0,0,1
"Feeling lonely, but I think it'll get better.",3,35,0,1,0
Being alone every day hurts more than my body does.,7,65,0,1,0
"It’s tough, but I’ve survived worse.",2,61,0,0,1
Stressed about interviews but hopeful.,4,29,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,9,17,1,0,0
Stressed about interviews but hopeful.,1,22,1,0,0
"The days are slow, but I keep going.",1,68,1,0,0
"Lonely, yes. But I enjoy gardening still.",1,68,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,15,0,0,1
Everything is falling apart. I’ve thought of how to end it.,10,22,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,16,0,1,0
Empty nest and empty life.,6,43,1,0,0
Just tired from school lately.,2,16,1,0,0
"It’s tough, but I’ve survived worse.",2,69,0,1,0
Crippling debt and no support system. Feeling trapped.,7,32,0,1,0
Worried about money after the layoff.,2,41,0,1,0
"It’s tough, but I’ve survived worse.",2,77,1,0,0
"Health is failing, and so is everything else.",5,49,0,0,1
I miss my wife so much. It’s unbearable some days.,6,73,0,0,1
Wife left and I don't know who I am anymore.,6,42,1,0,0
I wish I could just disappear from all this stress.,6,18,0,0,1
"Feeling lonely, but I think it'll get better.",3,31,1,0,0
Pain meds are ready. I’ve decided.,10,57,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,48,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,19,1,0,0
I’m a burden. My family would be better without me.,8,60,0,1,0
I miss my wife so much. It’s unbearable some days.,7,61,0,0,1
I wish I could just disappear from all this stress.,7,18,0,0,1
Just tired from school lately.,1,19,0,0,1
"The days are slow, but I keep going.",2,79,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,14,1,0,0
I miss my wife so much. It’s unbearable some days.,6,69,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,14,1,0,0
I’ve written a note. I just want the pain to stop.,8,16,0,0,1
Pain meds are ready. I’ve decided.,8,43,0,0,1
I miss my wife so much. It’s unbearable some days.,5,62,0,1,0
Being alone every day hurts more than my body does.,5,61,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,67,0,0,1
"Feeling lonely, but I think it'll get better.",2,29,0,0,1
"No job, no partner, no reason to keep going.",9,22,0,1,0
"It’s tough, but I’ve survived worse.",1,65,0,1,0
Worried about money after the layoff.,4,48,1,0,0
Pain meds are ready. I’ve decided.,10,52,1,0,0
"The days are slow, but I keep going.",1,68,0,0,1
"Feeling lonely, but I think it'll get better.",4,21,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,10,15,1,0,0
It's like I don’t matter at all in my family.,5,14,0,0,1
Worried about money after the layoff.,3,44,1,0,0
"No job, no partner, no reason to keep going.",8,35,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,16,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,9,25,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,42,0,1,0
Worried about money after the layoff.,2,58,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,8,33,0,0,1
I miss my wife so much. It’s unbearable some days.,5,65,0,1,0
Breakups suck. I feel empty.,6,25,0,0,1
The silence is too loud. I cry most nights.,6,66,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,8,66,0,0,1
Worried about money after the layoff.,1,40,1,0,0
I have my will and pills. No more waiting.,10,72,0,1,0
Worried about money after the layoff.,3,51,0,1,0
Just tired from school lately.,4,17,0,1,0
"It’s tough, but I’ve survived worse.",2,71,1,0,0
"It’s tough, but I’ve survived worse.",1,62,0,1,0
Stressed about interviews but hopeful.,1,29,0,0,1
Stressed about interviews but hopeful.,2,22,1,0,0
I miss my wife so much. It’s unbearable some days.,7,61,0,0,1
Worried about money after the layoff.,1,55,0,1,0
"No job, no partner, no reason to keep going.",10,27,1,0,0
It's like I don’t matter at all in my family.,7,14,0,1,0
Worried about money after the layoff.,3,38,0,0,1
"The days are slow, but I keep going.",3,73,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,65,0,0,1
"The days are slow, but I keep going.",1,64,0,0,1
"Feeling lonely, but I think it'll get better.",1,29,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,54,0,0,1
"Health is failing, and so is everything else.",5,53,0,0,1
I miss my wife so much. It’s unbearable some days.,5,70,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,10,16,0,0,1
I miss my wife so much. It’s unbearable some days.,7,71,0,1,0
Trying to balance everything – it's tough but okay.,2,34,0,0,1
"Health is failing, and so is everything else.",6,53,0,0,1
"Feeling lonely, but I think it'll get better.",4,28,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,69,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,19,0,0,1
Stressed about interviews but hopeful.,3,22,0,1,0
I have my will and pills. No more waiting.,10,73,1,0,0
I wish I could just disappear from all this stress.,5,16,0,1,0
Everyone else has friends. Why am I always alone?,6,16,1,0,0
It's like I don’t matter at all in my family.,6,17,0,1,0
Another day of rejection letters. What's the point?,5,28,1,0,0
Just tired from school lately.,4,16,0,0,1
Wife left and I don't know who I am anymore.,7,46,0,1,0
I have my will and pills. No more waiting.,8,72,0,0,1
Worried about money after the layoff.,1,58,0,0,1
I miss my wife so much. It’s unbearable some days.,5,75,1,0,0
Stressed about interviews but hopeful.,2,30,0,1,0
"No job, no partner, no reason to keep going.",8,34,1,0,0
I miss my wife so much. It’s unbearable some days.,6,65,1,0,0
Crippling debt and no support system. Feeling trapped.,7,27,0,1,0
Wife left and I don't know who I am anymore.,7,47,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,43,0,0,1
Just tired from school lately.,1,14,1,0,0
No one talks to me anymore. I don't think I can survive another week.,9,15,1,0,0
Lost my job and can’t provide anymore. I’m done.,8,41,0,0,1
I’ve written a note. I just want the pain to stop.,8,14,1,0,0
"The days are slow, but I keep going.",3,72,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,37,0,1,0
"It’s tough, but I’ve survived worse.",4,69,0,1,0
Empty nest and empty life.,7,47,1,0,0
"It’s tough, but I’ve survived worse.",1,61,1,0,0
No one talks to me anymore. I don't think I can survive another week.,8,18,1,0,0
"It’s tough, but I’ve survived worse.",2,67,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,57,0,0,1
I have my will and pills. No more waiting.,9,70,1,0,0
I argued with my mom. Feeling down but it'll pass.,3,18,0,0,1
Stressed about interviews but hopeful.,1,21,0,1,0
"Health is failing, and so is everything else.",7,43,0,1,0
"It’s tough, but I’ve survived worse.",1,78,0,1,0
I’ve written a note. I just want the pain to stop.,8,19,0,0,1
"The days are slow, but I keep going.",2,61,1,0,0
"It’s tough, but I’ve survived worse.",3,72,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,18,1,0,0
Just tired from school lately.,2,17,1,0,0
"Feeling lonely, but I think it'll get better.",1,29,1,0,0
"The days are slow, but I keep going.",3,80,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,79,1,0,0
No one talks to me anymore. I don't think I can survive another week.,9,14,0,1,0
"Health is failing, and so is everything else.",5,58,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,61,1,0,0
Being alone every day hurts more than my body does.,6,63,0,0,1
Everything is falling apart. I’ve thought of how to end it.,10,28,0,1,0
"No job, no partner, no reason to keep going.",10,33,1,0,0
I miss my wife so much. It’s unbearable some days.,5,65,0,0,1
"Feeling lonely, but I think it'll get better.",2,35,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,9,21,0,0,1
Everyone else has friends. Why am I always alone?,5,16,0,1,0
The silence is too loud. I cry most nights.,6,64,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,16,1,0,0
Stressed about interviews but hopeful.,1,25,1,0,0
Everyone else has friends. Why am I always alone?,5,18,0,1,0
Just tired from school lately.,4,19,0,1,0
I’m a burden. My family would be better without me.,8,57,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,43,0,1,0
Wife left and I don't know who I am anymore.,7,60,0,1,0
I’m a burden. My family would be better without me.,10,46,0,0,1
Pain meds are ready. I’ve decided.,9,38,1,0,0
Stressed about interviews but hopeful.,3,23,0,0,1
Trying to balance everything – it's tough but okay.,2,21,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,42,0,1,0
"It’s tough, but I’ve survived worse.",2,73,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",1,17,1,0,0
Being alone every day hurts more than my body does.,6,62,0,1,0
"The days are slow, but I keep going.",4,70,0,1,0
Lost my job and can’t provide anymore. I’m done.,10,40,0,0,1
Breakups suck. I feel empty.,5,22,1,0,0
I wish I could just disappear from all this stress.,7,19,0,1,0
I miss my wife so much. It’s unbearable some days.,7,67,1,0,0
Everything is falling apart. I’ve thought of how to end it.,9,20,0,0,1
